:START_ID,:END_ID,relation,:TYPE
100497,400497,effect,effect
100498,400498,effect,effect
100499,400499,effect,effect
100500,400500,effect,effect
100501,400501,effect,effect
100502,400502,effect,effect
100503,400503,effect,effect
100504,400504,effect,effect
100505,400505,effect,effect
100506,400506,effect,effect
100507,400507,effect,effect
100508,400508,effect,effect
100509,400509,effect,effect
100510,400510,effect,effect
100511,400511,effect,effect
100512,400512,effect,effect
100513,400513,effect,effect
100514,400514,effect,effect
100515,400515,effect,effect
100516,400516,effect,effect
100517,400517,effect,effect
100518,400518,effect,effect
100519,400519,effect,effect
100520,400520,effect,effect
100521,400521,effect,effect
100522,400522,effect,effect
100523,400523,effect,effect
100524,400524,effect,effect
100525,400525,effect,effect
100526,400526,effect,effect
100527,400527,effect,effect
100528,400528,effect,effect
100529,400529,effect,effect
100530,400530,effect,effect
100531,400531,effect,effect
100532,400532,effect,effect
100533,400533,effect,effect
100534,400534,effect,effect
100535,400535,effect,effect
100536,400536,effect,effect
100537,400537,effect,effect
100538,400538,effect,effect
100539,400539,effect,effect
100540,400540,effect,effect
100541,400541,effect,effect
100542,400542,effect,effect
100543,400543,effect,effect
100544,400544,effect,effect
100545,400545,effect,effect
100546,400546,effect,effect
100547,400547,effect,effect
100548,400548,effect,effect
100549,400549,effect,effect
100550,400550,effect,effect
100551,400551,effect,effect
100552,400552,effect,effect
100553,400553,effect,effect
100554,400554,effect,effect
100555,400555,effect,effect
100556,400556,effect,effect
100557,400557,effect,effect
100558,400558,effect,effect
100559,400559,effect,effect
100560,400560,effect,effect
100561,400561,effect,effect
100562,400562,effect,effect
100563,400563,effect,effect
100564,400564,effect,effect
100565,400565,effect,effect
100566,400566,effect,effect
100567,400567,effect,effect
100568,400568,effect,effect
100569,400569,effect,effect
100570,400570,effect,effect
100571,400571,effect,effect
100572,400572,effect,effect
100573,400573,effect,effect
100574,400574,effect,effect
100575,400575,effect,effect
100576,400576,effect,effect
100577,400577,effect,effect
100578,400578,effect,effect
100579,400579,effect,effect
100580,400580,effect,effect
100581,400581,effect,effect
100582,400582,effect,effect
100583,400583,effect,effect
100584,400584,effect,effect
100585,400585,effect,effect
100586,400586,effect,effect
100587,400587,effect,effect
100588,400588,effect,effect
100589,400589,effect,effect
100590,400590,effect,effect
100591,400591,effect,effect
100592,400592,effect,effect
100593,400593,effect,effect
100594,400594,effect,effect
100595,400595,effect,effect
100596,400596,effect,effect
100597,400597,effect,effect
100598,400598,effect,effect
100599,400599,effect,effect
100600,400600,effect,effect
100601,400601,effect,effect
100602,400602,effect,effect
100603,400603,effect,effect
100604,400604,effect,effect
100605,400605,effect,effect
