:START_ID,:END_ID,relation,:TYPE
200660,100660,belong,belong
200661,100661,belong,belong
200662,100662,belong,belong
200663,100663,belong,belong
200664,100664,belong,belong
200665,100665,belong,belong
200666,100666,belong,belong
200667,100667,belong,belong
200668,100668,belong,belong
200669,100669,belong,belong
200670,100670,belong,belong
200671,100671,belong,belong
200672,100672,belong,belong
200673,100673,belong,belong
200674,100674,belong,belong
200675,100675,belong,belong
200676,100676,belong,belong
200677,100677,belong,belong
200678,100678,belong,belong
200679,100679,belong,belong
200680,100680,belong,belong
200681,100681,belong,belong
200682,100682,belong,belong
200683,100683,belong,belong
200684,100684,belong,belong
200685,100685,belong,belong
200686,100686,belong,belong
200687,100687,belong,belong
200688,100688,belong,belong
200689,100689,belong,belong
200690,100690,belong,belong
200691,100691,belong,belong
200692,100692,belong,belong
200693,100693,belong,belong
200694,100694,belong,belong
200695,100695,belong,belong
200696,100696,belong,belong
200697,100697,belong,belong
200698,100698,belong,belong
200699,100699,belong,belong
200700,100700,belong,belong
200701,100701,belong,belong
200702,100702,belong,belong
200703,100703,belong,belong
200704,100704,belong,belong
200705,100705,belong,belong
200706,100706,belong,belong
200707,100707,belong,belong
200708,100708,belong,belong
200709,100709,belong,belong
200710,100710,belong,belong
200711,100711,belong,belong
200712,100712,belong,belong
200713,100713,belong,belong
200714,100714,belong,belong
200715,100715,belong,belong
200716,100716,belong,belong
200717,100717,belong,belong
200718,100718,belong,belong
200719,100719,belong,belong
200720,100720,belong,belong
200721,100721,belong,belong
200722,100722,belong,belong
200723,100723,belong,belong
200724,100724,belong,belong
200725,100725,belong,belong
200726,100726,belong,belong
200727,100727,belong,belong
200728,100728,belong,belong
200729,100729,belong,belong
200730,100730,belong,belong
200731,100731,belong,belong
200732,100732,belong,belong
200733,100733,belong,belong
200734,100734,belong,belong
200735,100735,belong,belong
200736,100736,belong,belong
200737,100737,belong,belong
200738,100738,belong,belong
200739,100739,belong,belong
200740,100740,belong,belong
200741,100741,belong,belong
200742,100742,belong,belong
200743,100743,belong,belong
200744,100744,belong,belong
200745,100745,belong,belong
200746,100746,belong,belong
200747,100747,belong,belong
200748,100748,belong,belong
200749,100749,belong,belong
200750,100750,belong,belong
200751,100751,belong,belong
200752,100752,belong,belong
200753,100753,belong,belong
200754,100754,belong,belong
200755,100755,belong,belong
200756,100756,belong,belong
200757,100757,belong,belong
200758,100758,belong,belong
200759,100759,belong,belong
200760,100760,belong,belong
200761,100761,belong,belong
200762,100762,belong,belong
200763,100763,belong,belong
200764,100764,belong,belong
200765,100765,belong,belong
200766,100766,belong,belong
200767,100767,belong,belong
200768,100768,belong,belong
200769,100769,belong,belong
200770,100770,belong,belong
200771,100771,belong,belong
200772,100772,belong,belong
200773,100773,belong,belong
200774,100774,belong,belong
200775,100775,belong,belong
200776,100776,belong,belong
200777,100777,belong,belong
200778,100778,belong,belong
200779,100779,belong,belong
200780,100780,belong,belong
200781,100781,belong,belong
200782,100782,belong,belong
200783,100783,belong,belong
200784,100784,belong,belong
200785,100785,belong,belong
200786,100786,belong,belong
200787,100787,belong,belong
200788,100788,belong,belong
200789,100789,belong,belong
200790,100790,belong,belong
200791,100791,belong,belong
200792,100792,belong,belong
200793,100793,belong,belong
200794,100794,belong,belong
200795,100795,belong,belong
200796,100796,belong,belong
200797,100797,belong,belong
200798,100798,belong,belong
200799,100799,belong,belong
200800,100800,belong,belong
200801,100801,belong,belong
200802,100802,belong,belong
200803,100803,belong,belong
200804,100804,belong,belong
200805,100805,belong,belong
200806,100806,belong,belong
200807,100807,belong,belong
200808,100808,belong,belong
200809,100809,belong,belong
200810,100810,belong,belong
200811,100811,belong,belong
200812,100812,belong,belong
200813,100813,belong,belong
200814,100814,belong,belong
200815,100815,belong,belong
200816,100816,belong,belong
200817,100817,belong,belong
200818,100818,belong,belong
200819,100819,belong,belong
200820,100820,belong,belong
200821,100821,belong,belong
200822,100822,belong,belong
200823,100823,belong,belong
200824,100824,belong,belong
200825,100825,belong,belong
200826,100826,belong,belong
200827,100827,belong,belong
200828,100828,belong,belong
200829,100829,belong,belong
200830,100830,belong,belong
200831,100831,belong,belong
200832,100832,belong,belong
200833,100833,belong,belong
200834,100834,belong,belong
200835,100835,belong,belong
200836,100836,belong,belong
200837,100837,belong,belong
200838,100838,belong,belong
200839,100839,belong,belong
200840,100840,belong,belong
200841,100841,belong,belong
200842,100842,belong,belong
200843,100843,belong,belong
200844,100844,belong,belong
200845,100845,belong,belong
200846,100846,belong,belong
200847,100847,belong,belong
200848,100848,belong,belong
200849,100849,belong,belong
200850,100850,belong,belong
200851,100851,belong,belong
200852,100852,belong,belong
200853,100853,belong,belong
200854,100854,belong,belong
200855,100855,belong,belong
200856,100856,belong,belong
200857,100857,belong,belong
200858,100858,belong,belong
200859,100859,belong,belong
200860,100860,belong,belong
200861,100861,belong,belong
200862,100862,belong,belong
200863,100863,belong,belong
200864,100864,belong,belong
200865,100865,belong,belong
200866,100866,belong,belong
200867,100867,belong,belong
200868,100868,belong,belong
200869,100869,belong,belong
200870,100870,belong,belong
200871,100871,belong,belong
200872,100872,belong,belong
200873,100873,belong,belong
200874,100874,belong,belong
200875,100875,belong,belong
200876,100876,belong,belong
200877,100877,belong,belong
200878,100878,belong,belong
200879,100879,belong,belong
200880,100880,belong,belong
200881,100881,belong,belong
200882,100882,belong,belong
200883,100883,belong,belong
200884,100884,belong,belong
200885,100885,belong,belong
200886,100886,belong,belong
200887,100887,belong,belong
200888,100888,belong,belong
200889,100889,belong,belong
200890,100890,belong,belong
200891,100891,belong,belong
200892,100892,belong,belong
200893,100893,belong,belong
200894,100894,belong,belong
200895,100895,belong,belong
200896,100896,belong,belong
200897,100897,belong,belong
200898,100898,belong,belong
200899,100899,belong,belong
200900,100900,belong,belong
200901,100901,belong,belong
200902,100902,belong,belong
200903,100903,belong,belong
200904,100904,belong,belong
200905,100905,belong,belong
200906,100906,belong,belong
200907,100907,belong,belong
200908,100908,belong,belong
200909,100909,belong,belong
200910,100910,belong,belong
200911,100911,belong,belong
200912,100912,belong,belong
200913,100913,belong,belong
200914,100914,belong,belong
200915,100915,belong,belong
200916,100916,belong,belong
200917,100917,belong,belong
200918,100918,belong,belong
200919,100919,belong,belong
200920,100920,belong,belong
200921,100921,belong,belong
200922,100922,belong,belong
200923,100923,belong,belong
200924,100924,belong,belong
200925,100925,belong,belong
200926,100926,belong,belong
200927,100927,belong,belong
200928,100928,belong,belong
200929,100929,belong,belong
200930,100930,belong,belong
200931,100931,belong,belong
200932,100932,belong,belong
200933,100933,belong,belong
200934,100934,belong,belong
200935,100935,belong,belong
200936,100936,belong,belong
200937,100937,belong,belong
200938,100938,belong,belong
200939,100939,belong,belong
200940,100940,belong,belong
200941,100941,belong,belong
200942,100942,belong,belong
200943,100943,belong,belong
200944,100944,belong,belong
200945,100945,belong,belong
200946,100946,belong,belong
200947,100947,belong,belong
200948,100948,belong,belong
200949,100949,belong,belong
200950,100950,belong,belong
